store_nbr,family,onpromotion,transactions,city,state,type,cluster,dcoilwtico,is_holiday,dayofweek,day,month,year,weekofyear,is_weekend,lag_1,lag_7,rolling_mean_7,rolling_std_7,rolling_mean_30,stockout
16,20,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,,,5,19,8,2017,33,1,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,,,6,20,8,2017,33,1,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,,,5,26,8,2017,34,1,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,,,6,27,8,2017,34,1,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,0.0,0.0,0.0,
16,21,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,,,5,19,8,2017,33,1,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,,,6,20,8,2017,33,1,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,,,5,26,8,2017,34,1,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,,,6,27,8,2017,34,1,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,0.0,0.0,0.0,
16,22,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,,,5,19,8,2017,33,1,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,,,6,20,8,2017,33,1,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,,,5,26,8,2017,34,1,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,,,6,27,8,2017,34,1,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,0.0,0.0,0.0,
16,23,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,,,5,19,8,2017,33,1,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,,,6,20,8,2017,33,1,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,,,5,26,8,2017,34,1,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,,,6,27,8,2017,34,1,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,0.0,0.0,0.0,
16,24,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,,,5,19,8,2017,33,1,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,,,6,20,8,2017,33,1,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,,,5,26,8,2017,34,1,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,,,6,27,8,2017,34,1,,,0.0,0.0,0.0,
16,25,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,30.857142857142858,81.64032616999364,7.199999999999515,
16,25,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,56.42857142857143,96.96022748676795,13.166666666666181,
16,25,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,75.57142857142857,97.19028954042912,17.63333333333285,
16,25,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,95.28571428571429,93.22144654122329,22.233333333332848,
16,26,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,121.0,87.18753733571505,28.233333333332848,
16,26,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,158.28571428571428,82.4999278498964,36.93333333333285,
16,26,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,205.85714285714286,71.25875050693432,48.03333333333285,
16,26,,,18,12,2,11,,,5,19,8,2017,33,1,,,203.85714285714286,71.12296528180036,54.76666666666618,
16,26,,,18,12,2,11,,,6,20,8,2017,33,1,,,202.57142857142858,71.72599980215708,60.43333333333285,
16,26,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,206.42857142857142,68.0559993506747,65.79999999999951,
16,26,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,201.85714285714286,74.21461799274799,69.33333333333285,
16,26,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,200.0,75.0111102881877,74.89999999999951,
16,26,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,195.57142857142858,71.6492780676752,82.56666666666618,
16,26,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,204.71428571428572,93.00844815698959,95.79999999999951,
16,26,,,18,12,2,11,,,5,26,8,2017,34,1,,,201.14285714285714,93.60809895770869,101.69999999999952,
16,26,,,18,12,2,11,,,6,27,8,2017,34,1,,,203.14285714285714,92.97926036026985,107.83333333333285,
16,26,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,193.71428571428572,100.96817037349653,110.99999999999952,
16,26,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,194.71428571428572,99.98452261177604,114.76666666666618,
16,26,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,190.71428571428572,101.82127198464683,119.39999999999951,
16,26,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,193.57142857142858,103.37610481933937,127.73333333333285,
16,27,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,189.42857142857142,94.02279358903198,139.99999999999952,
16,27,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,187.28571428571428,94.52286193599635,145.39999999999952,
16,27,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,177.0,98.76234100101114,149.13333333333284,
16,27,,,18,12,2,11,,,5,19,8,2017,33,1,,,180.71428571428572,95.6028491306863,153.16666666666617,
16,27,,,18,12,2,11,,,6,20,8,2017,33,1,,,181.0,95.36945702547192,156.99999999999952,
16,27,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,177.71428571428572,97.43153884602648,160.8666666666662,
16,27,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,185.42857142857142,105.88021084045425,170.99999999999952,
16,27,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,192.14285714285714,119.94363755729682,184.83333333333286,
16,27,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,198.14285714285714,119.23286539572963,191.63333333333284,
16,27,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,211.14285714285714,113.0773018358511,198.39999999999952,
16,27,,,18,12,2,11,,,5,26,8,2017,34,1,,,217.28571428571428,108.43694678739072,196.66666666666617,
16,27,,,18,12,2,11,,,6,27,8,2017,34,1,,,218.57142857142858,107.06673486328839,194.83333333333286,
16,27,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,219.57142857142858,105.976187801564,194.46666666666619,
16,27,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,209.71428571428572,99.84607200705534,197.6999999999995,
16,27,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,208.71428571428572,97.45377414568448,205.29999999999953,
16,27,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,204.14285714285714,98.45714562087159,202.33333333333286,
16,28,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,200.28571428571428,99.03654928983585,197.0999999999995,
16,28,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,197.57142857142858,100.44709576497989,195.1999999999995,
16,28,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,195.57142857142858,102.27879731866412,193.1999999999995,
16,28,,,18,12,2,11,,,5,19,8,2017,33,1,,,197.0,101.15993936995676,192.26666666666617,
16,28,,,18,12,2,11,,,6,20,8,2017,33,1,,,196.57142857142858,100.9783097878898,196.46666666666619,
16,28,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,189.71428571428572,84.51570719046703,202.89999999999952,
16,28,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,194.42857142857142,84.28297009253436,202.06666666666618,
16,28,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,192.14285714285714,85.0792347783887,194.16666666666617,
16,28,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,189.85714285714286,86.7552660676929,192.56666666666618,
16,28,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,190.71428571428572,85.85979712242953,190.29999999999953,
16,28,,,18,12,2,11,,,5,26,8,2017,34,1,,,190.14285714285714,86.32000264795438,191.43333333333285,
16,28,,,18,12,2,11,,,6,27,8,2017,34,1,,,189.14285714285714,85.79321762514905,195.16666666666617,
16,28,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,181.85714285714286,69.480041670081,200.83333333333286,
16,28,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,178.28571428571428,68.73066827774022,198.49999999999952,
16,28,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,180.14285714285714,68.32868741465421,191.99999999999952,
16,28,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,181.14285714285714,67.50167546421491,191.13333333333284,
16,29,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,181.28571428571428,67.34170150734806,191.29999999999953,
16,29,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,179.85714285714286,68.72755044722744,191.23333333333284,
16,29,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,182.0,70.57856142861893,195.39999999999952,
16,29,,,18,12,2,11,,,5,19,8,2017,33,1,,,189.57142857142858,87.32860765113408,203.5999999999995,
16,29,,,18,12,2,11,,,6,20,8,2017,33,1,,,194.85714285714286,87.77134796623282,200.6999999999995,
16,29,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,195.42857142857142,87.61821945778388,192.76666666666617,
16,29,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,200.14285714285714,84.72785565449841,191.5999999999995,
16,29,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,205.71428571428572,79.46847233487057,190.03333333333285,
16,29,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,223.85714285714286,70.34540632106817,192.76666666666617,
16,29,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,235.85714285714286,80.05295866160209,199.43333333333285,
16,29,,,18,12,2,11,,,5,26,8,2017,34,1,,,240.28571428571428,88.59592595169416,208.43333333333285,
16,29,,,18,12,2,11,,,6,27,8,2017,34,1,,,244.85714285714286,88.01785533142031,208.89999999999952,
16,29,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,247.85714285714286,85.64544854890325,201.89999999999952,
16,29,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,245.14285714285714,88.8039574407742,201.16666666666617,
16,29,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,241.57142857142858,93.37176079675103,199.66666666666617,
16,29,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,228.71428571428572,98.70446508933328,200.03333333333285,
16,30,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,216.57142857142858,89.86073881819785,204.33333333333286,
16,30,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,217.14285714285714,91.17278207050708,213.13333333333284,
16,30,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,215.0,90.47283201786779,213.1999999999995,
16,30,,,18,12,2,11,,,5,19,8,2017,33,1,,,209.57142857142858,92.77366210812406,206.53333333333285,
16,30,,,18,12,2,11,,,6,20,8,2017,33,1,,,206.28571428571428,95.59936242066726,203.93333333333285,
16,30,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,202.42857142857142,99.60397773659632,202.06666666666618,
16,30,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,205.85714285714286,98.14178276253962,203.76666666666617,
16,30,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,204.71428571428572,97.73725711606308,207.5999999999995,
16,30,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,192.14285714285714,70.84120404451204,213.5999999999995,
16,30,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,192.85714285714286,71.35691643989055,214.06666666666618,
16,30,,,18,12,2,11,,,5,26,8,2017,34,1,,,196.71428571428572,70.0017006596132,209.99999999999952,
16,30,,,18,12,2,11,,,6,27,8,2017,34,1,,,199.71428571428572,66.89722038499127,208.93333333333285,
16,30,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,207.42857142857142,56.29344882801526,208.43333333333285,
16,30,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,204.57142857142858,58.38623451595739,209.23333333333284,
16,30,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,208.28571428571428,61.111139971133085,213.89999999999952,
16,30,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,218.42857142857142,82.69392791665963,222.5999999999995,
16,31,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,211.14285714285714,82.82597936120554,220.8666666666662,
16,31,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,215.28571428571428,82.13954444665949,215.99999999999952,
16,31,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,214.14285714285714,83.27950642550769,213.43333333333285,
16,31,,,18,12,2,11,,,5,19,8,2017,33,1,,,214.14285714285714,83.27950642550769,212.79999999999953,
16,31,,,18,12,2,11,,,6,20,8,2017,33,1,,,221.71428571428572,79.87639260280899,214.26666666666617,
16,31,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,238.57142857142858,98.77897404957034,221.56666666666618,
16,31,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,250.42857142857142,121.0548871970301,228.79999999999953,
16,31,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,258.7142857142857,118.01654444146688,226.1999999999995,
16,31,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,255.14285714285714,119.88804301156485,219.46666666666619,
16,31,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,261.2857142857143,113.9601016229133,217.26666666666617,
16,31,,,18,12,2,11,,,5,26,8,2017,34,1,,,258.85714285714283,116.67680228081396,215.3666666666662,
16,31,,,18,12,2,11,,,6,27,8,2017,34,1,,,253.14285714285714,120.22261097845178,216.13333333333284,
16,31,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,237.14285714285714,108.14870714503633,220.53333333333285,
16,31,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,216.71428571428572,62.06102987037366,225.99999999999952,
16,31,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,213.0,60.781027741667195,225.3666666666662,
16,31,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,213.85714285714286,60.460534156391425,218.6999999999995,
16,32,,,18,12,2,11,46.8,,2,16,8,2017,33,0,,,210.28571428571428,63.26060987616818,216.16666666666617,
16,32,,,18,12,2,11,47.07,,3,17,8,2017,33,0,,,213.14285714285714,59.976185750202895,216.1999999999995,
16,32,,,18,12,2,11,48.59,,4,18,8,2017,33,0,,,205.57142857142858,68.61209111824995,215.96666666666619,
16,32,,,18,12,2,11,,,5,19,8,2017,33,1,,,199.57142857142858,64.46409114863124,219.8666666666662,
16,32,,,18,12,2,11,,,6,20,8,2017,33,1,,,200.14285714285714,65.71511386641721,224.66666666666617,
16,32,,,18,12,2,11,47.39,,0,21,8,2017,34,0,,,193.42857142857142,65.74916258746093,222.73333333333284,
16,32,,,18,12,2,11,47.65,,1,22,8,2017,34,0,,,186.85714285714286,67.6052970592999,217.46666666666619,
16,32,,,18,12,2,11,48.45,,2,23,8,2017,34,0,,,182.71428571428572,70.4951872724048,213.79999999999953,
16,32,,,18,12,2,11,47.24,,3,24,8,2017,34,0,,,175.28571428571428,75.71154532327348,211.1999999999995,
16,32,,,18,12,2,11,47.65,,4,25,8,2017,34,0,,,171.42857142857142,79.58613183810596,209.3666666666662,
16,32,,,18,12,2,11,,,5,26,8,2017,34,1,,,175.71428571428572,83.41605418166274,212.46666666666619,
16,32,,,18,12,2,11,,,6,27,8,2017,34,1,,,178.0,88.23642482935642,218.46666666666619,
16,32,,,18,12,2,11,46.4,,0,28,8,2017,35,0,,,182.14285714285714,88.64240627643288,216.63333333333284,
16,32,,,18,12,2,11,46.46,,1,29,8,2017,35,0,,,182.57142857142858,88.473832558667,209.0999999999995,
16,32,,,18,12,2,11,45.96,,2,30,8,2017,35,0,,,178.28571428571428,92.15153152229627,206.13333333333284,
16,32,,,18,12,2,11,47.26,,3,31,8,2017,35,0,,,180.28571428571428,90.53491828334208,203.03333333333285,
17,0,,,18,12,1,15,46.8,,2,16,8,2017,33,0,,,185.0,85.9767410408187,202.56666666666618,
17,0,,,18,12,1,15,47.07,,3,17,8,2017,33,0,,,190.42857142857142,91.83836733242654,206.93333333333285,
17,0,,,18,12,1,15,48.59,,4,18,8,2017,33,0,,,193.42857142857142,97.69486022450572,211.8666666666662,
17,0,,,18,12,1,15,,,5,19,8,2017,33,1,,,199.42857142857142,99.58054887519803,207.49999999999952,
17,0,,,18,12,1,15,,,6,20,8,2017,33,1,,,210.57142857142858,98.00145771510594,199.79999999999953,
17,0,,,18,12,1,15,47.39,,0,21,8,2017,34,0,,,220.57142857142858,87.7550704002473,197.23333333333284,
17,0,,,18,12,1,15,47.65,,1,22,8,2017,34,0,,,224.71428571428572,82.93313428241296,195.93333333333285,
17,0,,,18,12,1,15,48.45,,2,23,8,2017,34,0,,,223.14285714285714,85.18886580500316,193.66666666666617,
17,0,,,18,12,1,15,47.24,,3,24,8,2017,34,0,,,227.14285714285714,89.35216574772825,199.53333333333285,
17,0,,,18,12,1,15,47.65,,4,25,8,2017,34,0,,,233.0,100.2663120561104,207.16666666666617,
17,0,,,18,12,1,15,,,5,26,8,2017,34,1,,,229.85714285714286,100.20882957010076,205.79999999999953,
17,0,,,18,12,1,15,,,6,27,8,2017,34,1,,,228.28571428571428,100.25586314644183,202.49999999999952,
17,0,,,18,12,1,15,46.4,,0,28,8,2017,35,0,,,225.57142857142858,102.36349795843093,200.16666666666617,
17,0,,,18,12,1,15,46.46,,1,29,8,2017,35,0,,,222.42857142857142,105.29459806159271,197.93333333333285,
17,0,,,18,12,1,15,45.96,,2,30,8,2017,35,0,,,230.71428571428572,97.41956389027516,198.43333333333285,
17,0,,,18,12,1,15,47.26,,3,31,8,2017,35,0,,,220.14285714285714,90.24675168933324,201.16666666666617,
17,1,,,18,12,1,15,46.8,,2,16,8,2017,33,0,,,212.28571428571428,72.40560357162569,208.73333333333284,
17,1,,,18,12,1,15,47.07,,3,17,8,2017,33,0,,,209.57142857142858,72.33684432997501,208.13333333333284,
17,1,,,18,12,1,15,48.59,,4,18,8,2017,33,0,,,203.71428571428572,72.91482310594617,203.33333333333286,
17,1,,,18,12,1,15,,,5,19,8,2017,33,1,,,204.42857142857142,72.32301879498007,202.73333333333284,
17,1,,,18,12,1,15,,,6,20,8,2017,33,1,,,203.42857142857142,73.56144176323427,201.79999999999953,
17,1,,,18,12,1,15,47.39,,0,21,8,2017,34,0,,,201.14285714285714,74.90088689156391,202.73333333333284,
17,1,,,18,12,1,15,47.65,,1,22,8,2017,34,0,,,194.0,72.59246976558013,205.53333333333285,
17,1,,,18,12,1,15,48.45,,2,23,8,2017,34,0,,,196.14285714285714,77.88972668978575,214.49999999999952,
17,1,,,18,12,1,15,47.24,,3,24,8,2017,34,0,,,191.57142857142858,78.35784824095403,211.83333333333286,
17,1,,,18,12,1,15,47.65,,4,25,8,2017,34,0,,,209.57142857142858,89.00535029397035,210.6999999999995,
17,1,,,18,12,1,15,,,5,26,8,2017,34,1,,,214.28571428571428,86.4710245992152,210.23333333333284,
17,1,,,18,12,1,15,,,6,27,8,2017,34,1,,,211.57142857142858,90.03861605418182,208.56666666666618,
17,1,,,18,12,1,15,46.4,,0,28,8,2017,35,0,,,207.71428571428572,93.28578720918897,209.5999999999995,
17,1,,,18,12,1,15,46.46,,1,29,8,2017,35,0,,,212.28571428571428,93.22859769711982,212.99999999999952,
17,1,,,18,12,1,15,45.96,,2,30,8,2017,35,0,,,209.28571428571428,87.78708007771654,220.16666666666617,
17,1,,,18,12,1,15,47.26,,3,31,8,2017,35,0,,,212.71428571428572,86.5018579486673,217.03333333333285,
17,2,,,18,12,1,15,46.8,,2,16,8,2017,33,0,,,193.71428571428572,76.64140370520859,210.76666666666617,
17,2,,,18,12,1,15,47.07,,3,17,8,2017,33,0,,,190.57142857142858,77.36247398417648,208.16666666666617,
17,2,,,18,12,1,15,48.59,,4,18,8,2017,33,0,,,204.57142857142858,67.29749163937963,207.16666666666617,
17,2,,,18,12,1,15,,,5,19,8,2017,33,1,,,214.57142857142858,59.067354612783916,208.1999999999995,
17,2,,,18,12,1,15,,,6,20,8,2017,33,1,,,224.71428571428572,66.75256371035302,212.99999999999952,
17,2,,,18,12,1,15,47.39,,0,21,8,2017,34,0,,,232.0,82.48838302047933,222.23333333333284,
17,2,,,18,12,1,15,47.65,,1,22,8,2017,34,0,,,234.14285714285714,81.55658275379223,218.66666666666617,
17,2,,,18,12,1,15,48.45,,2,23,8,2017,34,0,,,236.28571428571428,79.86178536637364,211.53333333333285,
17,2,,,18,12,1,15,47.24,,3,24,8,2017,34,0,,,246.57142857142858,73.69951863899118,212.06666666666618,
17,2,,,18,12,1,15,47.65,,4,25,8,2017,34,0,,,237.57142857142858,83.27436008531686,209.33333333333286,
17,2,,,18,12,1,15,,,5,26,8,2017,34,1,,,230.85714285714286,88.53705170045755,209.43333333333285,
17,2,,,18,12,1,15,,,6,27,8,2017,34,1,,,224.14285714285714,84.46188207593707,213.39999999999952,
17,2,,,18,12,1,15,46.4,,0,28,8,2017,35,0,,,223.14285714285714,82.15316705485452,220.46666666666619,
17,2,,,18,12,1,15,46.46,,1,29,8,2017,35,0,,,224.85714285714286,81.95817748792877,219.76666666666617,
17,2,,,18,12,1,15,45.96,,2,30,8,2017,35,0,,,224.14285714285714,82.35376650246685,214.29999999999953,
17,2,,,18,12,1,15,47.26,,3,31,8,2017,35,0,,,211.57142857142858,86.49827964157647,212.53333333333285,
17,3,,,18,12,1,15,46.8,,2,16,8,2017,33,0,,,213.28571428571428,84.9248967926254,211.56666666666618,
17,3,,,18,12,1,15,47.07,,3,17,8,2017,33,0,,,209.42857142857142,88.65073254605606,210.5999999999995,
17,3,,,18,12,1,15,48.59,,4,18,8,2017,33,0,,,206.28571428571428,87.39510719659738,214.06666666666618,
17,3,,,18,12,1,15,,,5,19,8,2017,33,1,,,199.14285714285714,70.82708655928309,219.99999999999952,
17,3,,,18,12,1,15,,,6,20,8,2017,33,1,,,198.0,70.46039076436247,220.6999999999995,
17,3,,,18,12,1,15,47.39,,0,21,8,2017,34,0,,,195.71428571428572,71.2828036432216,214.1999999999995,
17,3,,,18,12,1,15,47.65,,1,22,8,2017,34,0,,,191.57142857142858,75.12180585080279,212.53333333333285,
17,3,,,18,12,1,15,48.45,,2,23,8,2017,34,0,,,186.85714285714286,79.02621626487537,206.26666666666617,
17,3,,,18,12,1,15,47.24,,3,24,8,2017,34,0,,,184.57142857142858,81.27906073698017,203.66666666666617,
17,3,,,18,12,1,15,47.65,,4,25,8,2017,34,0,,,180.0,79.37253933193772,206.6999999999995,
17,3,,,18,12,1,15,,,5,26,8,2017,34,1,,,181.0,81.66190462306562,213.76666666666617,
17,3,,,18,12,1,15,,,6,27,8,2017,34,1,,,176.14285714285714,80.3729402461396,212.26666666666617,
17,3,,,18,12,1,15,46.4,,0,28,8,2017,35,0,,,171.14285714285714,82.10649298609822,205.29999999999953,
17,3,,,18,12,1,15,46.46,,1,29,8,2017,35,0,,,167.71428571428572,84.9994397740642,202.03333333333285,
